0,1,Ноутбуки
1,101,Ноутбуки
1,1686,Комплектуючі і опціі ноутбуки
1,99047,Додаткова гарантія і сервіси
0,2,Комп'ютери
2,110,Моноблоки
2,800,Неттопи
2,109,Персональні комп'ютери
2,520,Робочі станції
2,500,Тонкі клієнти
2,1560,Додаткова гарантія і сервіси
2,1694,Комплектуючі і опціі комп'ютери
0,3,Комплектуючі для ПК
3,114,Процесори
3,112,Материнські плати
3,1668,Модулі пам'яті
3,111,Відеокарти
3,116,SSD накопичувачі внутрішні
3,115,Жорсткі диски
3,119,Блоки живлення для ПК
3,1754,Аксесуари для комп'ютерних корпусів
3,123,Звукові карти
3,118,Корпуси комп'ютерні
3,120,Оптичні приводи
3,122,Кулери для процесора
3,121,Кулери для корпуса
3,124,"Контролери, адаптери"
3,125,"Кабелі, перехідники, шлейфи"
0,580,Програмне забезпечення
580,600,Операційні системи
580,601,Серверні продукти
580,720,Офісні програми
580,1722,Програмна продукція ESD
580,1705,Кібербезпека
580,99051,Антивірусне ПЗ
0,9,Дрібна комп'ютерна периферія
9,164,Миші
9,165,Клавіатури
9,166,Набори клавіатура + миша
9,171,Навушники і гарнітури
9,167,Ігрові маніпулятори
9,1731,Мікрофони
9,163,Акустичні колонки
9,1730,Ігрові поверхні та килимки
9,168,WEB-камери
9,169,Графічні планшети
9,1687,Інша дрібна периферія
0,1140,"Накопичувачі FLASH, SD, HDD, SSD"
1140,1160,Флеш пам'ять USB
1140,1460,SSD накопичувачі зовнішні
1140,1704,HDD накопичувачі зовнішні
1140,1161,Кард-рідери
1140,1141,Карти пам'яті
1140,460,Чохли для жорстких дисків
0,340,Смартфони і мобільні телефони
340,156,Смартфони
340,99061,Мобільні телефони
0,661,Монітори
661,143,Монітори
661,147,Інформаційні дисплеї
661,99046,Аксесуари для моніторів і інформаційних дисплеїв
0,660,Презентаційне обладнання
660,149,Проектори
660,150,Презентаційні дошки
660,151,Проекційні екрани
660,153,Витратні матеріали для проекторів
660,1727,Дошки і фліпчарти
660,1736,Лампи для проекторів
660,1811,Модулі ОPS для презентаційних дошок
0,5,Пристрої для друку
5,131,Принтери
5,133,Багатофункціональні пристрої
5,99022,Розширена гарантія та сервіси
5,134,Плотери та широкоформатні принтери
5,137,Опції для друкуючих пристроїв
0,11,Активне мережеве обладнання
11,199,Бездротові маршрутизатори та точки доступу
11,99033,Маршрутизатори
11,99072,Комутатори
11,193,Адаптери мережні
11,99039,Ретранслятори
11,192,Пристрої Powerline
11,99035,Модеми
11,191,Пристрої DSL
11,1637,Принт-сервери
11,194,Медіаконвертери
11,99036,Модулі
11,99031,PON
11,99032,Антени та кабелі
11,1670,Відеозв'язок
11,560,Накопичувачі NAS
11,99034,Мережева безпека
11,1669,Опції
11,99038,Програмне забезпечення
11,99071,Сервіс
963,966,Витратні матеріали
966,138,Витратні матеріали для друкувальних пристроїв
966,99014,Для лазерного друку
966,99015,Для струменевого друку
966,99018,Для матричних пристроїв
966,160,Для факсів
966,99016,Запасні частини
966,99017,Папір
0,1683,Кабельна продукція
1683,1677,Вита (кручена пара)
1683,1678,"Кабелі живлення, шнури"
1683,1679,Кабель коаксиальний
1683,1680,Кабель оптичний
1683,1681,Кабель силовий
1683,1682,Патчкорди
0,1220,Квадрокоптери
1220,1221,Квадрокоптери
1220,99030,Аксесуари до квадрокоптера
1220,99082,FPV
1220,99078,Аксесуари для БПЛА
1220,1810,Комплектуючі для БПЛА
1220,99100,Пульти керування БПЛА
0,1724,Міні АТС
1724,342,Аналогові міні-АТС
1724,343,Системні телефони
1724,161,Цифрові міні-АТС
1724,344,Консолі
1724,345,Опції
1724,99073,Програмне забезпечення
0,1725,Обладнання для дезинфекції
1725,1726,Дозуючі конструкції для дезінфекції
0,12,Пасивне мережеве обладнання
12,202,Аксесуари до монтажного обладнання
12,99040,Блоки живлення (PDU)
12,210,Інструменти і прилади
12,99043,"Конструктиви для підлоги, люки"
12,200,Монтажні шафи і стійки
12,205,Патч-панелі телекомунікаційні
12,1671,"Роз'єми, з'єднувачі"
12,1672,Системи моніторингу
12,99045,Стяжки і маркування
0,1500,Персональна медична техніка
1500,1501,Тонометри
1500,1502,Термометри
1500,1503,Інгалятори
1500,99049,Аксесуари для тонометрів
1500,99048,Аксесуари для інгалятора
0,99067,Планшети
99067,216,Планшети
0,1280,Пристрої ''розумний будинок''
1280,1282,Розумні Wi-Fi лампи
1280,1283,Розумні Wi-Fi розетки
1280,1281,Хмарні Wi-Fi камери
1280,1788,Роботи-пилососи
1280,1795,Розумні датчики
1280,1796,Розумні перемикачі
1280,1797,Розумні термостати
1280,1798,Розумні хаби
0,1673,"Розетки, вимикачі"
1673,1674,Інформаційні
1673,1675,Силові
1673,1676,Фурнітура
0,10,Серверне обладнання
10,175,Сервери
10,186,Процесори для серверів
10,1706,Диски для серверів
10,1709,Модулі пам'яті для сервера
10,1667,Інтерфейсна карта
10,181,Програмне забезпечення
10,179,Контролери
10,183,Опції
10,1707,Сервіс для сервера
0,380,Системи відеонагляду
380,1684,Відеосервер
380,743,Мережеві IP-відеореєстратори
380,744,Комутатори
380,761,Мережеві IP-відеокамери
380,1120,Комплекти відеоспостереження
380,741,Аналогові відеореєстратори
380,760,Аналогові відеокамери
380,762,Аксесуари
0,99006,Системи зберігання даних
99006,99052,Системи зберігання даних
99006,99054,Бекап
99006,99055,Диски
99006,99053,Контролери
99006,99056,Опції
99006,99057,Програмне забезпечення
99006,99058,Сервіс
0,99068,Сканери
99068,135,Сканери
99068,136,Опції для сканерів
0,7,Телевізори
7,144,Телевізори
7,1815,Аксесуари для телевізорів
7,1816,Пульти дистанційного керування
0,8,Телефони стаціонарного зв'язку
8,99074,SIP-телефони
8,158,Радіотелефони DECT
8,157,Телефони дротові
8,341,Аксесуари для телефонів стаціонарного зв'язку
0,1708,Товари для офісу
1708,1697,Шредери
1708,1723,Ламінатори
0,99009,Факси
99009,159,Факси
0,4,"Фото-, відеотехніка"
4,127,Фотоапарати
4,126,Відеокамери
4,128,Об'єктиви
4,129,"Аксесуари для фото-, відеотехніки"
4,1792,Студійні стійки
0,6,Джерела безперебійного живлення
6,139,ДБЖ для комп'ютерів
6,1260,ДБЖ серверні
6,141,Мережеві фільтри
6,142,Опції для ДБЖ
6,140,Стабілізатори
6,99019,ДБЖ батареї
0,940,Освітлення
940,941,Світлодіодні лампи
940,1752,Ліхтарі
940,1753,Настільні лампи
0,1440,Автоелектроніка
1440,1600,Автомобільні мультимедійні системи
1440,680,Автомобільні відеореєстратори
1440,1690,Автомобільні паркувальні системи
1440,1728,Електроприводи багажника
1440,1729,Автомобільні навігатори
1440,1734,Професійні GPS-трекери
1440,1691,Автоелектроніка інше
