101,,,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,,,
101,01,,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,,
101,01,01,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Вентилятори побутові,
101,01,01,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Вентилятори побутові,Вентилятори витяжні
101,01,01,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Вентилятори побутові,Вентилятори підлогові
101,01,01,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Вентилятори побутові,Вентилятори настільні
101,01,01,04,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Вентилятори побутові,Вентилятори ручні портативні
101,01,02,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Водонагрівачі,
101,01,02,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Водонагрівачі,Водонагрівачі електричні накопичувальні
101,01,02,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Водонагрівачі,Водонагрівачі електричні проточні
101,01,03,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Устаткування для роботи з повітрям,
101,01,03,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Устаткування для роботи з повітрям,Кліматичні комплекси
101,01,03,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Устаткування для роботи з повітрям,Осушувачі повітря
101,01,03,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Устаткування для роботи з повітрям,Очищувачі повітря
101,01,03,04,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Устаткування для роботи з повітрям,Зволожнювачі повітря
101,01,03,05,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Устаткування для роботи з повітрям,Охолоджувачі повітря
101,01,04,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Обігрівачі електричні,
101,01,04,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Обігрівачі електричні,Керамічні панелі
101,01,04,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Обігрівачі електричні,Обігрівачі інфрачервоні
101,01,04,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Обігрівачі електричні,Електроконвектори
101,01,04,04,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Обігрівачі електричні,Обігрівачі оливні
101,01,04,05,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Обігрівачі електричні,Тепловентилятори
101,01,04,06,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Обігрівачі електричні,Теплові гармати
101,01,06,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,"Метеостанції, термометри, гігрометри",
101,01,06,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,"Метеостанції, термометри, гігрометри",Метеостанції
101,01,06,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,"Метеостанції, термометри, гігрометри","Термометри, гігрометри"
101,01,99,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Аксесуари та витратні матеріали для кліматичної техніки,
101,01,99,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Кліматична техніка,Аксесуари та витратні матеріали для кліматичної техніки,Аксесуари та витратні матеріали для кліматичної техніки
101,02,,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,,
101,02,01,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,
101,02,01,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,Льодогенератори
101,02,01,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,Морозильні камери
101,02,01,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,Холодильники побутові
101,02,01,04,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,Холодильники для вина
101,02,01,05,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,Холодильні камери
101,02,01,06,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,Холодильні вітрини
101,02,01,07,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,Морозильні скрині
101,02,01,08,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Холодильне устаткування,Холодильники дорожні
101,02,02,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Плити,
101,02,02,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Плити,Плити газові
101,02,02,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Плити,Плити електричні
101,02,02,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Плити,Плити комбіновані
101,02,02,04,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Плити,Плити індукційні
101,02,03,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Посудомийні машини,
101,02,03,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Посудомийні машини,Посудомийні машини
101,02,03,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Посудомийні машини,Посудомийні машини компактні
101,02,04,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Пральні машині,
101,02,04,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Пральні машині,Прально-сушильні машини
101,02,04,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Пральні машині,Пральні машини напівавтомат
101,02,04,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Пральні машині,Пральні машини з вертикальною загрузкою
101,02,04,04,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Пральні машині,Пральні машини з горизонтальною загрузкою
101,02,05,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Сушильні машини окремо стоячі,
101,02,05,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Сушильні машини окремо стоячі,Сушильні машини конденсаційні
101,02,05,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Сушильні машини окремо стоячі,Сушильні машини з тепловим насосом
101,02,06,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Мікрохвильові печі,
101,02,06,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Мікрохвильові печі,Мікрохвильові печі
101,02,08,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Електропечі,
101,02,08,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Електропечі,Міні печі
101,02,99,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Аксесуари та витратні матеріали для ВПТ,
101,02,99,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Велика побутова техніка,Аксесуари та витратні матеріали для ВПТ,Аксесуари та витратні матеріали для ВПТ
101,03,,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,,
101,03,01,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Холодильне устаткування вбудоване,
101,03,01,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Холодильне устаткування вбудоване,Морозильні камери вбудовані
101,03,01,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Холодильне устаткування вбудоване,Холодильники побутові вбудовані
101,03,01,04,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Холодильне устаткування вбудоване,Холодильники для вина вбудовані
101,03,01,05,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Холодильне устаткування вбудоване,Холодильні камери вбудовані
101,03,02,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Варильні поверхні,
101,03,02,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Варильні поверхні,Варильні поверхні газові
101,03,02,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Варильні поверхні,Варильні поверхні електричні
101,03,02,03,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Варильні поверхні,Варильні поверхні комбіновані
101,03,02,04,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Варильні поверхні,Варильні поверхні індукційні
101,03,03,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Духові шафи вбудовані,
101,03,03,02,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Духові шафи вбудовані,Духові шафи електричні вбудовані
101,03,04,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Посудомийні машини вбудовані,
101,03,04,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Посудомийні машини вбудовані,Посудомийні машини вбудовані
101,03,05,,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Пральні машині вбудовані,
101,03,05,01,ПОБУТОВА ТЕХНІКА ТА ТОВАРИ,Вбудована техніка,Пральні машині вбудовані,Пральні машини вбудовані
